datetime,T,TM,Tm,H,PP,VV,V,VM,pm2.5
18/07/2024,27.5,30,26,92,-,9.7,11.5,22.2,1.375
19/07/2024,28.5,32,27,87,-,10,11.7,25.9,0.813
20/07/2024,28.6,32,27,89,-,9.5,8.9,25.9,1.685
21/07/2024,30.5,36,26,78,-,9.8,9.8,20.6,6.765
22/07/2024,30.1,33,27,82,-,9.7,9.3,18.3,5.629
23/07/2024,25.9,27,25,96,-,5,13.5,25.9,1.297
24/07/2024,28.1,32,26,91,-,9.2,9.8,14.8,0.85
25/07/2024,29.9,34,27,85,-,9.3,6.7,20.6,2.038
26/07/2024,33.2,37,29,72,0,9.5,10.7,20.6,1.345
27/07/2024,31.2,37,24,80,-,8.4,9.8,33.5,0.995
28/07/2024,29.1,32,26,87,-,9.7,9.4,20.6,0.687
29/07/2024,26.9,30,26,94,-,8.9,11.1,16.5,4.994
30/07/2024,27.6,31,26,93,-,9.3,10.4,22.2,6.948
31/07/2024,29,31,27,85,-,10,7.2,13,3.368
01/08/2024,29.3,31,26,78,-,10,10.2,18.3,1.009
02/08/2024,26.9,29,26,88,-,9.5,11.1,20.6,0.829
03/08/2024,28.9,33,27,82,-,9.7,9.8,16.5,0.976
04/08/2024,30.7,35,28,77,0,10,14.3,24.1,2.093
05/08/2024,30.7,34,28,80,0,9.8,11.7,18.3,2.13
06/08/2024,30.9,35,28,79,0,9.5,10.7,25.9,0.87
07/08/2024,30.7,36,28,79,-,9.3,9.3,27.8,0.566
08/08/2024,31.1,37,26,76,-,9.3,10.4,22.2,2.618
09/08/2024,33,38,29,68,0,9.7,10,18.3,1.208
10/08/2024,31.8,38,24,72,-,9.2,9.8,31.7,1.425
11/08/2024,28.8,32,25,84,-,9.7,8.9,18.3,0.685
12/08/2024,-,-,-,-,-,-,-,-,2.75
13/08/2024,28.1,32,26,90,-,9.5,8.1,16.5,1.129
14/08/2024,27.2,30,26,92,-,9.2,8.1,20.6,1.321
15/08/2024,28.7,33,26,85,-,9.7,8.7,18.3,4.892
16/08/2024,30.3,35,27,74,-,9.8,5.4,22.2,4.131
17/08/2024,29.6,33,28,83,-,7.9,7,16.5,3.431
18/08/2024,29.8,34,27,83,0,8,7.4,13,2.77
19/08/2024,29.6,33,27,84,-,8.5,6.9,18.3,5.025
20/08/2024,29.5,33,27,83,-,9.5,10,25.9,3.554
21/08/2024,28.9,33,27,87,-,8.2,7.6,14.8,1.282
22/08/2024,28.7,35,24,83,-,8.2,11.1,38.9,0.51
23/08/2024,24.9,26,24,97,-,7.6,10,16.5,0.58
24/08/2024,27.1,32,24,89,-,9.3,8.5,22.2,1.162
25/08/2024,28.3,32,25,86,-,9.7,10.4,18.3,0.64
26/08/2024,29.9,35,27,78,0,9.3,7.8,18.3,0.642
27/08/2024,30.7,35,28,79,-,8.4,8,14.8,0.78
28/08/2024,32.1,36,28,74,0,9.2,8.3,16.5,3.368
29/08/2024,31.4,35,25,81,-,8.9,10,20.6,6.613
30/08/2024,28.8,32,25,81,-,9.2,8.1,18.3,3.112
31/08/2024,30.1,35,27,75,-,9.3,7.4,20.6,0.945
01/09/2024,29.6,34,27,80,-,10,7.2,14.8,1.044
02/09/2024,31.6,36,26,73,-,9.7,6.3,13,0.87
03/09/2024,28.7,34,25,81,-,10,9.8,22.2,1.272
04/09/2024,31.2,36,27,74,0,9.2,6.5,13,0.846
05/09/2024,31.4,37,27,73,-,9.7,10.9,31.7,1.151
06/09/2024,29.8,38,26,80,-,9.5,13.5,31.7,2.136
07/09/2024,25.9,27,25,94,-,7.6,37.2,55.4,1.174
08/09/2024,28.1,30,26,92,-,10,18.1,25.9,1.166
09/09/2024,26.7,31,24,95,-,8.9,13.1,20.6,0.759
10/09/2024,25.7,29,24,93,-,9,6.9,13,0.82
11/09/2024,25.2,27,24,95,-,7.4,9.8,20.6,1.01
12/09/2024,27.8,31,25,87,-,9.3,8.5,14.8,0.582
13/09/2024,29.1,33,25,79,0,9.8,8.3,20.6,1.356
14/09/2024,29.7,35,26,78,0,9.2,6.9,18.3,1.342
15/09/2024,30.1,35,24,79,-,7.1,8.3,20.6,2.515
16/09/2024,28.3,33,25,84,-,9.5,11.9,22.2,3.453
17/09/2024,29.2,33,27,82,-,9.7,9.8,18.3,3.096
18/09/2024,30.3,34,28,75,0,9.7,7.6,14.8,2.512
19/09/2024,30.6,35,27,71,-,9.3,9.6,20.6,1.915
20/09/2024,28.5,34,25,85,-,9,8.7,24.1,0.978
21/09/2024,28.3,34,25,88,-,9,9.4,37,0.708
22/09/2024,26.7,28,23,84,-,9.5,11.1,22.2,0.632
23/09/2024,26.2,30,23,77,-,9.7,5.7,13,1.505
24/09/2024,27.7,32,23,68,0,8,8.5,20.6,0.865
25/09/2024,27.2,29,25,79,0,6.6,7.2,11.1,1.222
26/09/2024,28.2,33,25,78,0,6.9,8.9,18.3,0.988
27/09/2024,29.6,34,26,78,0,8.5,9.6,18.3,1.514
28/09/2024,30,35,28,80,-,10,14.1,22.2,0.723
29/09/2024,29.4,34,26,83,-,9.3,14.3,27.8,0.501
30/09/2024,27.5,30,26,91,-,8.9,9.8,18.3,0.993
01/10/2024,27.2,34,24,68,-,9.8,14.3,29.4,2.198
02/10/2024,25.5,29,22,59,0,10,12.2,22.2,1.017
03/10/2024,25.1,30,20,56,0,9.7,7.4,20.6,2.486
04/10/2024,25.5,30,21,58,0,9.3,5.9,16.5,4.198
05/10/2024,26.3,32,21,58,0,9,5,14.8,1.347
06/10/2024,27.3,33,23,62,0,9,7.2,11.1,0.59
07/10/2024,28.5,33,24,57,0,9,8.9,14.8,0.534
08/10/2024,28.1,32,24,60,0,8.7,8.1,18.3,0.667
09/10/2024,26.3,30,22,67,0,8.2,7.2,14.8,0.652
10/10/2024,26.8,31,23,69,0,6.9,8.3,13,0.912
11/10/2024,27.4,32,23,66,0,6.8,6.1,11.1,0.931
12/10/2024,27.7,32,24,70,0,6.9,7.6,16.5,0.881
13/10/2024,28.1,33,24,71,0,8.5,9.3,18.3,0.635
14/10/2024,28.9,33,26,71,0,8.2,7,16.5,0.735
15/10/2024,26.8,32,24,84,-,8.9,11.1,25.9,0.64
16/10/2024,27.6,31,25,77,0,9.7,5.6,13,0.557
17/10/2024,28.7,33,25,76,0,9.3,9.6,18.3,1.5
18/10/2024,28.9,34,25,78,0,8.7,9.8,18.3,1.729
19/10/2024,28.9,34,26,76,0,9.2,8.3,25.9,1.667
20/10/2024,29.3,34,26,69,-,8.5,7.2,18.3,0.638
21/10/2024,25.6,29,24,90,-,7.7,5.6,22.2,0.517
22/10/2024,28.4,33,24,70,-,9,8.3,16.5,0.53
23/10/2024,26.4,30,20,56,0,10,13.1,27.8,0.967
24/10/2024,24.8,32,18,49,0,9.8,7.2,18.3,1.957
25/10/2024,24.4,32,19,56,0,9.5,7.2,14.8,2.265
26/10/2024,27.8,32,21,44,-,9.8,13.9,25.9,1.893
27/10/2024,22.4,25,20,73,-,9.8,14.1,20.6,1.028
28/10/2024,22.8,25,21,68,-,10,11.7,18.3,1.069
29/10/2024,24.7,27,21,68,-,9.5,8.1,16.5,1.471
30/10/2024,26.1,32,22,66,-,7.9,7.4,14.8,1.036
31/10/2024,26.9,32,22,73,0,6.3,6.3,13,0.593
